fixed acidity,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
10.6,0.063,40.0,0.9976,3.14,0.51,9.8,6,579
12.3,0.08900000000000001,14.0,1.0002,3.19,0.44,9.6,5,580
12.3,0.08900000000000001,14.0,1.0002,3.19,0.44,9.6,5,581
12.0,0.07400000000000001,21.0,0.9976,2.98,0.66,9.9,7,583
7.3,0.108,102.0,0.9967,3.26,0.59,9.3,5,587
5.0,0.06,50.0,0.9917,3.72,0.74,14.0,8,588
9.0,0.084,75.0,0.9987,3.35,0.57,9.7,5,590
6.6,0.07,149.0,0.9922,3.12,0.5,11.5,6,591
9.0,0.084,75.0,0.9987,3.35,0.57,9.7,5,592
9.9,0.094,43.0,1.0004,3.29,0.58,9.0,5,593
8.9,0.086,109.0,0.9998,3.27,0.57,9.3,5,595
12.4,0.059,24.0,0.9994,3.04,0.6,9.3,6,596
8.5,0.078,30.0,0.9967,3.2,0.48,9.8,6,598
7.7,0.081,14.0,0.9975,3.3,0.52,9.3,5,602
8.3,0.096,63.0,0.9984,3.17,0.62,9.1,6,604
8.8,0.092,52.0,0.9982,3.31,0.53,10.5,6,607
10.1,0.11,65.0,1.0026,3.32,0.64,10.4,6,608
6.3,0.075,39.0,0.9956,3.56,0.52,12.7,6,609
8.8,0.083,57.0,0.9983,3.39,0.54,9.2,5,610
13.2,0.081,16.0,1.0006,2.98,0.54,9.4,5,611
7.5,0.077,29.0,0.9965,3.32,0.6,10.0,6,612
9.6,0.079,71.0,0.9997,3.5,0.57,9.7,5,616
11.5,0.079,28.0,0.9982,3.03,0.93,9.8,6,617
11.3,0.08800000000000001,16.0,0.9988,3.09,0.8,9.3,5,619
8.3,0.076,112.0,0.9976,3.27,0.61,9.4,5,620
8.2,0.078,104.0,0.9976,3.28,0.62,9.4,5,621
10.0,0.08,32.0,0.9974,3.13,0.55,9.5,5,622
6.8,0.124,58.0,0.9997,3.46,0.72,10.2,5,625
8.8,0.098,15.0,0.9988,3.36,0.49,9.1,5,626
8.8,0.098,15.0,0.9988,3.36,0.49,9.1,5,627
8.7,0.097,31.0,0.9976,3.27,0.6,9.3,6,628
7.6,0.111,84.0,0.9964,3.21,0.61,9.3,5,629
8.7,0.097,31.0,0.9976,3.27,0.6,9.3,6,630
10.4,0.105,19.0,0.9988,3.25,0.63,9.5,5,631
7.6,0.087,43.0,0.9964,3.32,0.57,10.5,6,632
10.1,0.105,86.0,1.001,3.43,0.64,11.3,4,633
7.9,0.073,102.0,0.9964,3.27,0.58,9.5,5,634
8.7,0.065,33.0,0.9954,3.27,0.55,9.7,5,635
9.6,0.086,147.0,0.9979,3.24,0.53,9.4,5,636
9.5,0.084,145.0,0.9978,3.24,0.53,9.4,5,637
8.9,0.067,57.0,0.997,3.18,1.36,10.3,6,639
9.9,0.071,40.0,0.9991,3.39,0.62,9.4,5,640
9.9,0.071,40.0,0.9991,3.39,0.62,9.4,5,642
9.9,0.071,40.0,0.9991,3.39,0.62,9.4,5,644
8.3,0.07,14.0,0.9967,3.32,0.58,11.0,4,647
8.7,0.066,28.0,0.9964,3.33,0.67,11.2,7,648
6.7,0.068,148.0,0.9948,3.16,0.57,11.3,6,649
10.7,0.106,32.0,0.9986,2.89,0.5,9.6,5,650
15.9,0.096,71.0,0.9976,2.98,0.84,14.9,5,652
9.4,0.079,30.0,0.9976,3.12,0.54,12.0,6,653
8.6,0.07400000000000001,29.0,0.9979,3.08,0.46,9.5,5,654
9.7,0.087,53.0,1.0004,3.14,0.61,9.4,5,655
10.7,0.106,32.0,0.9986,2.89,0.5,9.6,5,656
12.0,0.073,42.0,0.998,2.92,0.68,10.5,7,657
7.2,0.07400000000000001,20.0,0.9973,3.32,0.81,9.6,6,658
7.2,0.07400000000000001,20.0,0.9973,3.32,0.81,9.6,6,660
7.5,0.08,42.0,0.9978,3.31,0.64,9.0,5,661
7.2,0.076,27.0,0.9972,3.36,0.7,9.6,6,662
9.4,0.084,48.0,0.9981,3.14,0.56,9.7,5,665
8.3,0.222,16.0,0.998,3.18,0.6,9.5,6,666
11.3,0.08199999999999999,15.0,0.9988,2.94,0.66,9.2,6,667
11.3,0.08199999999999999,15.0,0.9988,2.94,0.66,9.2,6,669
8.2,0.07400000000000001,13.0,0.9968,3.2,0.52,9.5,5,671
8.2,0.07400000000000001,13.0,0.9968,3.2,0.52,9.5,5,673
10.8,0.084,17.0,0.9984,3.08,0.67,9.3,6,676
8.6,0.084,31.0,0.9979,3.4,0.48,9.9,5,677
8.3,0.081,87.0,0.9983,3.48,0.53,10.0,5,678
10.8,0.06,49.0,0.9972,3.13,0.54,9.6,5,679
8.0,0.094,29.0,0.9962,3.21,0.49,10.2,6,681
8.5,0.078,58.0,0.998,3.33,0.54,9.8,5,682
8.1,0.059,15.0,0.997,3.37,0.56,11.3,5,683
9.8,0.078,152.0,0.998,3.25,0.48,9.4,5,684
8.1,0.059,15.0,0.997,3.37,0.56,11.3,5,685
7.7,0.039,9.0,0.9962,3.4,0.47,9.4,5,688
8.1,0.157,17.0,0.9976,3.3,1.05,9.4,5,689
9.2,0.087,93.0,0.9998,3.48,0.54,9.8,5,691
8.6,0.422,62.0,0.9979,3.03,1.17,9.0,5,692
9.0,0.084,122.0,0.9984,3.32,0.62,9.4,5,693
9.0,0.084,125.0,0.9984,3.31,0.61,9.4,5,694
5.1,0.034,44.0,0.9921,3.9,0.62,12.8,6,695
7.0,0.066,25.0,0.9972,3.47,0.67,9.5,6,697
9.4,0.087,72.0,1.0001,3.31,0.53,9.7,5,698
11.8,0.071,19.0,0.9986,3.11,0.62,10.8,6,699
10.6,0.076,88.0,0.9984,3.08,0.57,10.1,6,700
7.0,0.066,25.0,0.9972,3.47,0.67,9.5,6,701
7.0,0.067,23.0,0.997,3.47,0.67,9.4,6,702
7.5,0.073,84.0,0.9972,3.32,0.7,9.6,4,703
9.1,0.078,14.0,0.998,3.29,0.54,9.7,4,704
8.4,0.073,54.0,0.999,3.37,0.49,9.9,5,705
7.0,0.093,19.0,0.9956,3.4,0.47,10.0,5,706
7.4,0.077,37.0,0.9966,3.37,0.51,10.5,5,707
7.8,0.068,35.0,0.996,3.34,0.61,11.6,6,708
10.6,0.08,84.0,0.9985,3.06,0.57,10.1,5,710
8.9,0.093,112.0,0.9998,3.38,0.61,9.5,5,711
9.9,0.078,77.0,0.998,3.28,0.51,9.8,5,714
7.6,0.079,49.0,0.9968,3.21,0.57,10.0,5,717
8.4,0.08199999999999999,22.0,0.9976,3.22,0.44,9.6,5,718
7.1,0.086,45.0,0.9976,3.46,0.54,9.5,5,719
8.4,0.08199999999999999,22.0,0.9976,3.22,0.44,9.6,5,720
8.9,0.094,106.0,0.9982,3.1,0.53,9.2,5,721
7.1,0.053,127.0,0.9965,2.94,1.62,9.5,5,723
9.0,0.077,13.0,0.9976,3.29,0.55,10.4,5,725
8.1,0.084,49.0,0.9994,3.43,0.72,11.1,6,726
6.4,0.067,11.0,0.997,3.46,0.68,9.5,5,727
6.4,0.067,11.0,0.997,3.46,0.68,9.5,5,728
6.4,0.071,58.0,0.995,3.61,0.49,12.7,6,729
9.5,0.387,37.0,0.9982,3.17,0.67,9.6,5,730
8.9,0.08800000000000001,14.0,0.9994,3.44,0.52,11.5,5,731
7.3,0.092,19.0,0.9966,3.39,0.47,9.6,5,732
7.0,0.08199999999999999,72.0,0.998,3.55,0.6,9.5,5,733
7.7,0.075,39.0,0.9987,3.48,0.62,9.3,5,734
7.7,0.112,22.0,0.9963,3.26,0.5,9.5,5,736
8.2,0.093,58.0,1.0002,3.5,0.65,9.3,6,737
9.0,0.08800000000000001,38.0,0.999,3.35,0.6,9.3,5,739
8.3,0.075,16.0,0.9965,3.45,0.68,11.5,6,740
9.2,0.078,139.0,0.99788,3.21,0.57,9.5,5,741
11.1,0.095,101.0,1.0001,3.13,0.51,9.5,5,744
7.3,0.07,28.0,0.99768,3.52,0.73,9.5,6,745
8.2,0.08,57.0,0.9978,3.3,0.47,9.0,6,746
7.2,0.071,31.0,0.99761,3.52,0.72,9.6,6,748
7.3,0.07,28.0,0.99768,3.52,0.73,9.5,6,749
8.3,0.08900000000000001,40.0,0.99803,3.29,0.55,9.5,5,750
7.6,0.097,66.0,0.99785,3.39,0.61,9.4,5,752
8.3,0.08900000000000001,40.0,0.99803,3.29,0.55,9.5,5,753
7.8,0.415,32.0,0.99656,3.09,1.06,9.1,6,754
7.8,0.058,47.0,0.99525,3.51,0.43,10.7,6,755
6.3,0.057,33.0,0.99488,3.6,0.46,11.2,6,756
8.1,0.084,31.0,0.99656,3.25,0.5,9.8,5,757
8.1,0.084,31.0,0.99656,3.25,0.5,9.8,5,758
8.8,0.092,88.0,0.99823,3.19,0.52,9.2,5,759
9.0,0.075,104.0,0.99779,3.23,0.57,9.7,5,760
9.3,0.096,35.0,0.99738,3.25,0.42,9.6,5,761
8.8,0.069,19.0,0.99701,3.31,0.53,10.0,6,762
9.1,0.093,44.0,0.99888,3.31,0.55,9.5,6,764
9.2,0.091,48.0,0.99888,3.31,0.54,9.5,6,765
8.8,0.08900000000000001,74.0,0.99738,3.14,0.54,9.4,5,766
7.1,0.08199999999999999,94.0,0.99744,3.55,0.53,9.7,6,768
7.9,0.076,32.0,0.99668,3.39,0.54,9.6,5,769
7.1,0.08199999999999999,94.0,0.99744,3.55,0.53,9.7,6,770
9.4,0.08199999999999999,143.0,0.9978,3.28,0.55,9.4,5,771
9.5,0.08199999999999999,144.0,0.99782,3.27,0.55,9.4,5,772
7.9,0.157,44.0,0.9973,3.3,0.92,9.5,6,773
7.2,0.102,16.0,0.99586,3.43,0.46,10.0,5,775
6.9,0.241,18.0,0.9961,3.4,0.59,10.3,6,777
8.3,0.079,34.0,0.99788,3.36,0.61,10.5,5,778
7.1,0.076,92.0,0.99745,3.5,0.6,9.8,5,779
7.0,0.19,45.0,0.99676,3.31,0.6,9.4,6,780
6.5,0.114,37.0,0.99732,3.66,0.65,9.8,5,781
7.1,0.077,85.0,0.99746,3.55,0.59,9.8,5,784
9.9,0.083,61.0,0.9982,3.21,0.5,9.5,5,785
10.0,0.079,58.0,0.9991,3.18,0.56,10.1,6,787
10.0,0.079,58.0,0.9991,3.18,0.56,10.1,6,788
8.6,0.099,119.0,0.998,3.09,0.52,9.3,5,789
7.4,0.08199999999999999,82.0,0.99708,3.33,0.68,9.7,6,790
8.8,0.084,130.0,0.99818,3.23,0.54,9.6,5,791
7.1,0.081,87.0,0.99745,3.48,0.6,9.7,6,792
7.7,0.055,13.0,0.99639,3.38,0.56,10.8,5,793
10.1,0.065,26.0,0.99531,3.17,0.53,12.5,6,794
10.8,0.132,60.0,0.99786,2.99,1.18,10.2,5,795
8.7,0.126,64.0,0.99746,3.1,0.74,9.6,5,796
9.3,0.038,42.0,0.99526,3.24,0.81,10.8,7,797
9.4,0.08199999999999999,14.0,0.9987,3.29,0.52,10.7,6,799
8.6,0.068,17.0,0.99735,3.23,0.44,10.0,5,801
5.1,0.044,86.0,0.99264,3.56,0.94,12.9,7,802
7.7,0.114,46.0,0.9971,3.24,0.66,9.6,6,803
8.4,0.084,18.0,0.99682,3.26,0.57,9.9,6,804
8.4,0.041,10.0,0.99386,3.27,0.71,12.5,7,806
7.4,0.165,12.0,0.99702,3.26,0.86,9.2,5,808
7.6,0.07,15.0,0.99693,3.22,0.55,10.3,6,809
7.3,0.068,14.0,0.99562,3.3,0.47,10.5,5,810
12.9,0.07200000000000001,24.0,1.00012,3.09,0.68,10.9,6,811
6.9,0.102,7.0,0.99462,3.44,0.58,11.4,4,813
12.6,0.103,41.0,0.99939,3.21,0.76,11.3,6,814
9.1,0.097,59.0,0.99976,3.28,0.54,9.6,5,819
7.0,0.099,22.0,0.99606,3.34,0.6,9.7,5,820
4.9,0.048,42.0,0.99154,3.71,0.74,14.0,7,821
6.7,0.076,36.0,0.9973,3.61,0.64,9.8,5,823
7.1,0.068,16.0,0.99682,3.24,0.53,10.3,5,824
7.5,0.05,8.0,0.9951,3.4,0.64,11.0,7,826
7.1,0.076,37.0,0.99624,3.36,0.49,10.7,5,827
7.5,0.058,9.0,0.99632,3.38,0.55,10.9,4,830
5.9,0.071,24.0,0.99376,3.56,0.77,11.1,6,831
11.6,0.147,51.0,0.99836,3.38,0.86,9.9,4,833
6.7,0.012,100.0,0.99064,3.26,0.39,11.7,7,836
6.7,0.012,100.0,0.99064,3.26,0.39,11.7,7,837
10.1,0.075,28.0,0.99672,3.24,0.83,11.2,7,838
6.6,0.115,31.0,0.99629,3.45,0.63,10.3,5,841
10.6,0.119,68.0,0.99708,3.23,0.72,10.9,6,842
7.1,0.08800000000000001,92.0,0.9963,3.28,0.62,9.4,5,843
6.4,0.081,31.0,0.99689,3.59,0.66,9.8,5,846
7.4,0.078,39.0,0.9977,3.5,0.7,9.9,6,847
6.4,0.081,31.0,0.99689,3.59,0.66,9.8,5,848
9.3,0.085,22.0,0.99708,3.28,0.55,9.5,5,850
9.3,0.085,22.0,0.99708,3.28,0.55,9.5,5,851
9.3,0.08,55.0,0.99652,3.47,0.73,10.9,6,853
9.3,0.08,55.0,0.99652,3.47,0.73,10.9,6,854
9.3,0.08,55.0,0.99652,3.47,0.73,10.9,6,856
8.2,0.073,47.0,0.99594,3.4,0.78,11.3,7,857
11.7,0.054000000000000006,32.0,0.99686,3.15,0.67,10.6,7,858
7.2,0.077,85.0,0.99746,3.51,0.54,9.5,5,860
7.5,0.067,25.0,0.99628,3.24,0.44,10.4,5,862
7.2,0.078,84.0,0.99746,3.51,0.53,9.7,5,863
7.2,0.077,86.0,0.99748,3.51,0.54,9.7,5,865
6.9,0.086,46.0,0.99522,3.53,0.57,10.6,5,871
7.3,0.067,48.0,0.99576,3.43,0.54,10.0,4,872
8.8,0.109,16.0,0.99614,3.31,0.79,11.8,7,875
7.7,0.064,43.0,0.99371,3.41,0.57,11.8,6,877
7.6,0.068,35.0,0.99533,3.48,0.65,11.4,6,881
8.4,0.194,26.0,0.99536,3.22,0.78,12.0,6,882
8.8,0.094,69.0,0.99787,3.22,0.5,10.0,6,884
8.9,0.086,30.0,0.99824,3.34,0.64,10.5,5,885
9.0,0.083,28.0,0.99836,3.33,0.65,10.4,6,886
6.8,0.07200000000000001,64.0,0.99491,3.43,0.56,11.2,6,888
10.7,0.112,99.0,1.00289,3.22,0.68,9.3,5,889
7.2,0.078,86.0,0.99743,3.53,0.57,9.7,5,891
10.1,0.08199999999999999,18.0,0.99774,3.22,0.65,9.3,6,892
7.2,0.078,86.0,0.99743,3.53,0.57,9.7,5,893
7.2,0.08,88.0,0.99745,3.53,0.58,9.8,6,894
7.1,0.08,43.0,0.9955,3.42,0.58,10.7,6,895
8.3,0.078,43.0,0.99444,3.31,0.77,12.5,7,896
7.1,0.08,43.0,0.9955,3.42,0.58,10.7,6,897
8.3,0.078,43.0,0.99444,3.31,0.77,12.5,7,898
8.9,0.056,39.0,0.99562,3.4,0.69,11.8,5,900
7.4,0.08,33.0,0.99736,3.58,0.69,10.8,7,901
7.4,0.08,33.0,0.99736,3.58,0.69,10.8,7,902
6.8,0.06,18.0,0.9962,3.41,0.59,10.8,7,904
7.2,0.084,78.0,0.9964,3.39,0.71,11.0,5,906
6.1,0.079,9.0,0.9948,3.59,0.54,11.5,6,907
7.4,0.078,61.0,0.99528,3.43,0.59,10.8,6,908
9.3,0.132,11.0,0.99577,3.23,0.57,13.2,6,910
9.1,0.114,9.0,0.99901,3.18,0.6,10.9,6,911
10.0,0.065,8.0,0.99674,3.33,0.62,12.2,6,912
8.6,0.079,6.0,0.99512,3.27,0.67,11.9,6,915
5.3,0.161,62.0,0.99395,3.62,0.61,11.0,5,916
6.8,0.084,45.0,0.99824,3.38,0.64,10.1,6,917
8.4,0.081,79.0,0.9964,3.3,0.72,11.0,6,918
8.4,0.07200000000000001,46.0,0.99504,3.38,0.89,11.8,6,919
9.6,0.091,23.0,0.99786,3.24,0.56,10.5,5,920
8.4,0.07200000000000001,46.0,0.99504,3.38,0.89,11.8,6,922
8.6,0.055,28.0,0.99516,3.18,0.8,11.2,5,924
8.6,0.064,77.0,0.99604,3.47,0.87,11.0,7,925
9.4,0.061,73.0,0.99786,3.47,0.9,10.2,6,926
8.4,0.093,75.0,0.99736,3.2,0.59,9.2,4,927
8.6,0.055,28.0,0.99516,3.18,0.8,11.2,5,928
8.7,0.063,19.0,0.99468,3.3,0.73,12.0,7,929
7.4,0.07400000000000001,38.0,0.99748,3.48,0.65,9.8,5,931
7.6,0.078,66.0,0.9971,3.45,0.59,9.5,6,932
6.6,0.08,25.0,0.99746,3.69,0.73,10.5,5,934
8.8,0.06,72.0,0.99543,3.39,0.72,11.8,6,936
6.2,0.073,11.0,0.99425,3.61,0.54,11.4,5,939
9.9,0.08199999999999999,17.0,0.99484,3.19,0.52,12.5,7,941
10.1,0.092,52.0,0.99834,3.22,0.64,10.0,7,942
8.3,0.09,24.0,0.99498,3.27,0.64,12.1,7,944
10.2,0.092,24.0,0.99745,3.29,0.99,12.0,7,946
8.3,0.093,12.0,0.99408,3.26,0.62,12.4,7,947
8.9,0.075,21.0,0.99552,3.41,0.76,11.9,7,949
8.9,0.075,21.0,0.99552,3.41,0.76,11.9,7,950
8.3,0.093,12.0,0.99408,3.26,0.62,12.4,7,951
8.2,0.058,10.0,0.99536,3.31,0.68,11.2,7,952
10.2,0.052000000000000005,9.0,0.99458,3.2,0.69,12.1,7,953
8.5,0.09,23.0,0.99648,3.36,0.67,10.4,5,955
9.0,0.111,10.0,0.99568,3.31,0.62,11.3,6,956
6.4,0.12,36.0,0.99519,3.47,0.71,11.3,7,958
8.5,0.058,38.0,0.99518,3.16,0.85,11.1,6,960
7.1,0.078,18.0,0.99592,3.27,0.62,9.3,5,961
6.6,0.115,16.0,0.99654,3.38,0.69,9.5,5,962
8.5,0.058,38.0,0.99518,3.16,0.85,11.1,6,964
8.5,0.097,113.0,0.99733,3.13,0.48,9.2,5,967
9.0,0.068,46.0,0.9943,3.2,0.6,12.2,6,968
10.4,0.066,10.0,0.99724,3.33,0.87,10.9,6,971
8.8,0.073,13.0,0.99658,3.3,0.62,12.1,7,974
7.2,0.083,72.0,0.997,3.44,0.52,9.4,5,975
8.4,0.109,119.0,0.99801,3.15,0.5,9.1,5,977
7.0,0.061,29.0,0.99416,3.28,0.49,11.3,7,978
9.1,0.065,17.0,0.99774,3.32,0.71,10.5,6,980
9.5,0.079,28.0,0.99712,3.25,0.62,10.0,5,981
7.3,0.07,70.0,0.99418,3.34,0.82,12.9,6,982
9.1,0.065,17.0,0.99774,3.32,0.71,10.5,6,983
7.4,0.064,11.0,0.99562,3.45,0.58,11.3,6,985
7.1,0.08,70.0,0.99693,3.44,0.5,9.4,5,987
7.7,0.097,27.0,0.99596,3.16,0.49,9.4,5,988
9.7,0.073,21.0,0.99556,3.14,0.51,10.9,6,989
7.7,0.097,27.0,0.99596,3.16,0.49,9.4,5,990
7.1,0.08199999999999999,68.0,0.99694,3.45,0.48,9.4,5,991
7.1,0.08199999999999999,68.0,0.99694,3.45,0.48,9.4,5,993
7.7,0.079,41.0,0.99697,3.39,0.62,10.1,6,995
8.9,0.05,10.0,0.99554,3.12,0.48,9.1,6,998
6.4,0.055,12.0,0.99162,3.47,0.53,12.9,6,999
7.5,0.062,12.0,0.99495,3.44,0.72,11.5,7,1000
8.2,0.081,45.0,0.99603,3.25,0.54,10.3,5,1004
6.8,0.067,8.0,0.9928,3.36,0.55,12.8,7,1005
9.1,0.063,27.0,0.99516,3.26,0.84,11.7,7,1006
9.1,0.064,25.0,0.99516,3.26,0.84,11.7,7,1007
8.9,0.11,24.0,0.99549,3.23,0.7,12.0,7,1008
8.9,0.067,12.0,0.99354,3.25,0.55,12.3,7,1010
8.9,0.08800000000000001,19.0,0.9957,3.17,0.55,10.4,6,1011
7.7,0.102,32.0,0.99604,3.23,0.48,10.0,5,1012
7.5,0.092,31.0,0.99635,3.38,0.58,10.0,6,1013
8.0,0.12,7.0,0.99454,3.22,0.58,11.2,6,1014
8.9,0.068,28.0,0.99486,3.27,0.75,12.6,7,1016
8.0,0.049,109.0,0.99007,2.89,0.44,12.7,6,1018
7.0,0.078,23.0,0.99636,3.53,0.61,10.4,5,1019
11.3,0.123,8.0,0.99642,3.2,0.53,11.9,6,1020
11.3,0.123,8.0,0.99642,3.2,0.53,11.9,6,1021
7.0,0.062,9.0,0.99584,3.35,0.54,10.5,5,1022
8.2,0.098,9.0,0.99506,3.27,0.55,12.3,6,1023
7.7,0.08800000000000001,18.0,0.99568,3.32,0.56,10.5,7,1024
8.6,0.095,43.0,0.99822,3.33,0.6,10.4,6,1025
7.9,0.066,36.0,0.99364,3.41,0.56,12.6,6,1026
6.4,0.065,52.0,0.99378,3.49,0.52,11.6,5,1027
7.7,0.08800000000000001,18.0,0.99568,3.32,0.56,10.5,7,1029
8.1,0.095,14.0,0.99854,3.36,0.53,9.6,5,1032
8.9,0.077,48.0,0.99739,3.2,0.47,9.7,6,1034
10.1,0.085,17.0,0.99683,3.17,0.65,10.6,7,1035
7.6,0.08199999999999999,35.0,0.99356,3.22,0.59,12.5,7,1036
8.7,0.078,42.0,0.9953,3.24,0.77,12.6,7,1038
8.9,0.08800000000000001,39.0,0.99692,3.33,0.83,11.1,6,1039
6.9,0.079,26.0,0.99547,3.38,0.64,9.8,6,1041
6.4,0.046,53.0,0.99294,3.36,0.62,12.2,6,1044
6.9,0.07,38.0,0.99438,3.32,0.58,11.4,6,1045
7.6,0.076,45.0,0.99612,3.31,0.62,10.7,6,1046
7.1,0.08199999999999999,51.0,0.99634,3.49,0.64,10.4,5,1047
9.3,0.081,14.0,0.99702,3.27,0.78,10.9,6,1048
9.3,0.084,17.0,0.99704,3.27,0.77,10.8,6,1049
8.5,0.414,45.0,0.99702,3.03,1.34,9.2,5,1051
5.6,0.073,25.0,0.99258,3.56,0.55,12.9,5,1052
8.3,0.07,20.0,0.99426,3.38,0.77,12.7,7,1053
8.2,0.095,77.0,0.99747,3.13,0.62,9.1,6,1055
8.9,0.101,10.0,0.99586,3.21,0.59,12.1,7,1056
7.6,0.104,90.0,0.99784,3.15,0.57,9.1,5,1057
9.9,0.093,52.0,0.9971,3.19,0.76,11.6,7,1058
8.9,0.101,10.0,0.99586,3.21,0.59,12.1,7,1059
11.6,0.07400000000000001,8.0,0.9981,3.14,0.7,9.9,6,1060
9.1,0.071,16.0,0.99462,3.21,0.69,12.5,8,1061
8.0,0.098,15.0,0.9956,3.3,0.64,11.4,6,1062
10.2,0.075,17.0,0.99565,3.22,0.63,11.8,6,1063
8.2,0.067,10.0,0.99418,3.28,0.57,11.8,6,1064
7.7,0.083,20.0,0.9963,3.29,0.6,10.2,6,1065
6.6,0.07,26.0,0.99358,3.4,0.72,12.5,7,1066
11.1,0.06,10.0,0.99572,3.02,0.83,10.9,7,1067
8.0,0.086,52.0,0.997,3.31,0.62,10.8,5,1069
9.3,0.057,37.0,0.99498,3.18,0.89,11.1,7,1070
7.5,0.098,92.0,0.99892,3.2,0.58,9.2,5,1071
8.0,0.08800000000000001,37.0,0.9972,3.31,0.58,10.7,6,1073
9.9,0.073,8.0,0.99534,3.15,0.73,11.4,6,1076
8.6,0.08,8.0,0.99817,3.27,0.58,11.0,5,1078
7.9,0.05,278.0,0.99316,3.01,0.51,12.3,7,1079
7.9,0.05,289.0,0.99316,3.01,0.51,12.3,7,1081
7.2,0.073,70.0,0.99685,3.42,0.59,9.5,6,1082
8.7,0.07200000000000001,59.0,0.99617,3.33,0.77,12.0,6,1083
6.8,0.07400000000000001,64.0,0.99529,3.12,0.49,9.6,5,1085
8.5,0.055,9.0,0.99738,3.38,0.66,11.6,7,1086
7.9,0.057,30.0,0.994,3.29,0.69,11.2,6,1087
11.6,0.095,41.0,0.99735,3.02,0.76,9.9,7,1088
11.6,0.095,41.0,0.99735,3.02,0.76,9.9,7,1089
10.0,0.083,74.0,0.99451,2.98,0.63,11.8,8,1090
7.9,0.086,19.0,0.99546,3.35,0.6,11.4,6,1091
7.0,0.081,16.0,0.99479,3.43,0.59,11.5,6,1092
9.2,0.079,31.0,0.99615,3.33,0.86,12.0,7,1093
6.6,0.117,17.0,0.99655,3.35,0.49,10.8,6,1094
6.6,0.117,17.0,0.99655,3.35,0.49,10.8,6,1096
8.6,0.096,18.0,0.99666,3.2,0.52,9.4,5,1099
8.4,0.07200000000000001,36.0,0.99392,3.11,0.78,12.4,6,1100
7.4,0.071,25.0,0.99388,3.35,0.63,12.0,6,1101
7.4,0.071,25.0,0.99388,3.35,0.63,12.0,6,1103
8.0,0.073,25.0,0.9936,3.28,0.66,12.4,6,1104
6.3,0.048,49.0,0.99374,3.41,0.6,12.8,5,1105
9.1,0.068,24.0,0.99523,3.27,0.85,11.7,7,1107
8.1,0.09,13.0,0.99855,3.36,0.49,9.5,5,1108
10.8,0.171,66.0,0.9982,3.17,0.76,10.8,6,1109
8.3,0.07,14.0,0.99593,3.25,0.64,10.0,6,1110
5.4,0.092,55.0,0.99471,3.78,0.64,12.3,7,1111
7.9,0.056,35.0,0.99396,3.29,0.71,11.0,6,1112
5.0,0.046,80.0,0.9902,3.49,0.66,13.6,6,1114
7.0,0.091,21.0,0.99572,3.38,0.6,11.3,6,1115
7.0,0.091,21.0,0.99572,3.38,0.6,11.3,6,1116
7.0,0.091,21.0,0.99572,3.38,0.6,11.3,6,1117
7.1,0.065,24.0,0.99252,3.3,0.53,13.3,6,1118
5.6,0.066,15.0,0.99256,3.52,0.58,12.9,5,1119
7.9,0.076,17.0,0.99235,3.2,0.72,13.1,8,1120
6.3,0.055,33.0,0.9922,3.45,0.48,12.3,6,1122
8.8,0.055,27.0,0.99394,3.14,0.59,11.3,7,1125
6.3,0.07200000000000001,52.0,0.99379,3.51,0.6,11.5,6,1127
10.0,0.095,89.0,0.9984,3.22,0.68,10.0,5,1128
9.1,0.058,10.0,0.9977,3.18,0.63,10.4,6,1130
7.4,0.075,38.0,0.9933,3.38,0.88,13.6,7,1132
7.2,0.08900000000000001,18.0,0.99684,3.37,0.68,11.2,7,1133
8.5,0.061,15.0,0.99524,3.3,0.74,11.8,7,1134
8.0,0.067,50.0,0.9946,3.38,0.6,11.9,6,1135
10.4,0.08,13.0,0.99774,3.22,0.76,11.4,6,1136
7.5,0.104,94.0,0.99786,3.14,0.58,9.1,5,1138
8.2,0.079,86.0,0.99764,3.34,0.64,9.5,6,1139
7.3,0.08,79.0,0.9969,3.41,0.65,9.5,6,1140
8.2,0.08,71.0,0.99624,3.27,0.85,11.0,6,1141
6.9,0.043,12.0,0.99354,3.3,0.65,11.4,6,1142
7.0,0.065,20.0,0.99672,3.61,0.82,10.0,6,1143
7.3,0.066,70.0,0.99588,3.43,0.62,10.1,5,1144
8.2,0.076,51.0,0.99672,3.53,0.81,10.4,6,1145
7.8,0.17800000000000002,21.0,0.996,3.28,0.87,9.8,6,1146
10.0,0.071,14.0,0.99702,3.21,0.49,11.8,7,1147
7.8,0.086,21.0,0.99526,3.39,0.66,11.6,6,1148
10.0,0.061,11.0,0.99585,3.23,0.52,12.0,6,1149
6.1,0.044,70.0,0.99352,3.46,0.65,12.5,6,1151
8.3,0.118,38.0,0.99616,3.15,0.53,9.8,5,1152
9.6,0.083,38.0,0.99622,3.23,0.66,11.1,6,1153
8.3,0.118,38.0,0.99616,3.15,0.53,9.8,5,1155
8.5,0.071,88.0,0.99524,3.33,0.76,11.8,7,1156
5.1,0.042,101.0,0.9924,3.46,0.87,12.9,7,1157
8.5,0.075,19.0,0.99434,3.14,0.71,11.8,7,1162
9.0,0.078,21.0,0.99692,3.29,0.67,10.0,5,1164
8.2,0.07400000000000001,48.0,0.99528,3.32,0.88,12.4,7,1167
6.5,0.067,44.0,0.99384,3.21,0.56,12.0,6,1168
